SUBSCRIBER_ID,BILL_MONTH,CHARGES
4166,2017-11-01,5.588
190,2016-12-01,5.230
5263,2016-07-01,10.500
509,2017-06-01,4.964
1985,2017-03-01,6.928
5753,2017-11-01,23.108
5905,2017-09-01,7.346
4447,2017-12-01,4.964
3803,2017-10-01,2.632
1591,2016-09-01,1.540
2275,2016-12-01,6.960
4316,2017-04-01,10.042
5043,2016-07-01,6.316
2335,2017-08-01,5.512
4240,2017-12-01,4.984
2435,2016-11-01,15.049
2802,2017-09-01,11.919
2830,2017-03-01,5.738
933,2016-06-01,5.866
2184,2017-07-01,6.610
1163,2016-08-01,6.104
3473,2016-06-01,10.438
2519,2017-05-01,5.671
2864,2016-10-01,7.183
4595,2017-07-01,5.400
2488,2017-12-01,5.024
1411,2017-03-01,4.738
3073,2016-07-01,12.850
377,2016-07-01,7.926
136,2017-11-01,3.298
2509,2016-07-01,5.156
3025,2016-09-01,28.560
2051,2017-01-01,2.664
1931,2017-06-01,0.000
2686,2016-12-01,4.892
3836,2016-11-01,5.930
1678,2017-04-01,10.402
4360,2017-07-01,5.044
5743,2017-08-01,7.353
5467,2017-04-01,4.982
654,2016-10-01,17.801
1224,2016-11-01,10.598
930,2016-12-01,8.144
2393,2016-06-01,5.930
5781,2017-11-01,17.132
1773,2016-08-01,5.946
414,2017-03-01,5.092
4443,2017-08-01,4.984
3953,2017-10-01,5.038
4866,2016-11-01,6.707
2312,2017-01-01,11.010
2207,2017-10-01,5.044
3671,2017-06-01,5.204
52,2017-09-01,5.284
3374,2016-07-01,4.570
1433,2017-11-01,20.776
3511,2017-09-01,2.245
3704,2017-07-01,7.578
2725,2017-11-01,0.000
4496,2017-08-01,4.964
2937,2017-01-01,4.826
1643,2016-06-01,8.200
4166,2016-07-01,10.838
190,2017-02-01,4.892
5263,2017-04-01,11.446
509,2017-11-01,4.964
1985,2017-06-01,11.272
5753,2017-05-01,5.788
5905,2017-10-01,6.424
4447,2017-09-01,5.312
3803,2017-08-01,2.798
1591,2017-08-01,12.146
2275,2016-07-01,6.812
4316,2016-10-01,2.258
5043,2017-02-01,7.525
2335,2017-03-01,9.020
4240,2017-05-01,5.046
2435,2017-09-01,99.826
2802,2017-03-01,7.332
2830,2017-02-01,6.433
933,2017-12-01,5.024
2184,2017-04-01,4.918
1163,2017-02-01,9.306
3473,2017-12-01,5.064
2519,2017-12-01,5.350
2864,2016-12-01,7.518
4595,2017-04-01,8.764
2488,2017-05-01,4.964
1411,2017-07-01,7.820
3073,2016-10-01,6.872
377,2017-12-01,5.384
136,2017-10-01,0.713
2509,2016-09-01,7.521
3025,2017-05-01,19.506
2051,2016-06-01,2.799
1931,2016-07-01,11.150
2686,2016-06-01,4.609
3836,2017-10-01,5.104
1678,2016-11-01,8.276
4360,2016-12-01,11.711
5743,2016-10-01,8.556
5467,2017-08-01,6.428
654,2016-12-01,10.987
1224,2016-12-01,13.869
930,2017-06-01,5.116
2393,2017-04-01,9.509
5781,2017-03-01,15.746
1773,2017-08-01,3.242
414,2017-11-01,0.000
4443,2017-05-01,7.408
3953,2017-09-01,4.964
4866,2017-12-01,5.124
2312,2016-12-01,16.590
2207,2017-09-01,5.004
3671,2017-11-01,8.669
52,2017-07-01,5.044
3374,2016-11-01,6.220
1433,2016-07-01,10.944
3511,2017-11-01,18.748
3704,2017-05-01,7.809
2725,2017-07-01,0.000
4496,2017-12-01,6.994
2937,2016-08-01,5.752
1643,2017-01-01,6.996
4166,2016-06-01,5.895
190,2016-09-01,4.940
5263,2017-01-01,10.668
509,2016-10-01,6.670
1985,2016-10-01,7.388
5753,2017-12-01,36.006
2599,2016-07-01,11.374
4447,2016-12-01,6.872
3803,2017-09-01,2.714
1591,2016-10-01,1.836
2275,2017-08-01,5.149
4316,2017-09-01,16.298
5043,2017-12-01,5.849
2335,2017-10-01,5.044
4240,2016-09-01,7.069
2435,2017-01-01,36.162
2866,2017-01-01,6.553
2830,2017-01-01,6.206
933,2017-07-01,5.044
2184,2017-12-01,8.224
1163,2017-11-01,5.365
3473,2017-06-01,5.004
2519,2016-12-01,5.333
2864,2017-10-01,6.237
4595,2016-11-01,7.567
2488,2016-08-01,24.044
1411,2017-05-01,9.322
3073,2017-12-01,13.810
377,2017-08-01,5.761
136,2017-03-01,7.792
2509,2016-12-01,5.230
3025,2017-11-01,10.744
2051,2017-12-01,4.964
1931,2017-04-01,2.382
2686,2017-02-01,4.658
3836,2017-01-01,5.982
1678,2016-10-01,12.742
4360,2016-06-01,7.698
5743,2016-11-01,4.025
5467,2016-09-01,6.308
654,2017-04-01,9.478
1224,2017-08-01,13.808
930,2017-01-01,7.236
2393,2017-08-01,5.332
5781,2017-07-01,15.963
1773,2016-11-01,6.896
414,2017-06-01,0.000
4443,2017-10-01,5.128
3953,2017-01-01,6.046
4866,2017-09-01,5.332
2312,2017-11-01,6.214
2207,2016-10-01,5.409
3671,2017-10-01,7.136
52,2016-12-01,6.670
3374,2016-12-01,5.067
1433,2017-03-01,7.038
3511,2017-01-01,25.050
3704,2016-12-01,3.330
2725,2017-06-01,0.286
4496,2016-06-01,3.658
438,2017-01-01,9.801
1643,2016-08-01,6.433
4166,2017-03-01,14.164
190,2017-11-01,4.964
5263,2017-07-01,9.075
509,2017-07-01,4.964
1985,2017-11-01,5.255
5753,2017-01-01,6.800
2599,2017-02-01,11.834
4447,2017-04-01,4.814
3803,2017-12-01,2.829
1591,2017-05-01,11.603
2275,2017-03-01,6.923
4316,2017-10-01,6.270
5043,2017-04-01,5.081
2335,2017-11-01,5.134
4240,2016-08-01,6.444
2435,2017-06-01,41.062
2866,2017-05-01,5.024
2830,2017-06-01,5.004
933,2017-03-01,18.676
2184,2017-03-01,6.100
1163,2017-07-01,6.320
3473,2016-07-01,7.137
2519,2016-10-01,5.253
2864,2016-06-01,6.838
4595,2017-03-01,7.408
2488,2016-11-01,6.670
1411,2017-02-01,5.313
3073,2017-09-01,6.768
377,2016-10-01,7.981
136,2017-12-01,2.140
2509,2017-12-01,8.474
3025,2017-01-01,31.803
2051,2016-10-01,2.176
1931,2017-09-01,0.000
2686,2017-04-01,4.991
3836,2017-09-01,5.208
1678,2017-10-01,7.200
4360,2017-03-01,4.572
5743,2016-07-01,1.290
5467,2017-12-01,7.152
654,2017-07-01,9.594
1224,2017-02-01,7.194
4445,2017-07-01,2.751
2393,2017-09-01,5.024
5781,2017-12-01,0.960
1773,2017-02-01,6.688
414,2016-12-01,6.385
4443,2016-12-01,7.296
3953,2017-11-01,4.964
4866,2017-01-01,16.572
3500,2017-08-01,6.630
2207,2017-12-01,10.570
3671,2016-06-01,6.364
52,2017-03-01,7.001
3374,2017-11-01,7.508
1433,2016-12-01,7.259
3511,2017-06-01,0.000
3704,2017-08-01,5.250
2725,2017-01-01,2.116
4496,2017-07-01,4.964
438,2017-07-01,15.919
1643,2017-07-01,5.142
4166,2017-06-01,6.660
190,2016-06-01,4.809
5263,2017-08-01,12.983
509,2016-06-01,6.964
1985,2016-12-01,7.001
5753,2016-07-01,0.088
2599,2017-12-01,6.150
4447,2016-11-01,6.720
3803,2016-09-01,5.446
5822,2017-08-01,1.121
2275,2017-02-01,6.923
1851,2017-06-01,7.606
5043,2017-10-01,6.102
2335,2017-05-01,5.425
4240,2016-06-01,7.732
2435,2016-07-01,23.072
2866,2017-03-01,4.554
2830,2017-10-01,4.964
933,2016-10-01,7.424
2184,2016-12-01,3.199
1163,2017-05-01,5.887
3473,2016-12-01,6.762
2519,2017-04-01,5.072
2864,2016-11-01,7.180
4595,2016-06-01,6.171
2488,2017-10-01,4.984
1411,2017-11-01,5.304
3073,2016-11-01,6.909
377,2017-02-01,4.842
136,2017-08-01,3.489
2509,2016-10-01,5.884
3025,2016-06-01,20.929
2174,2017-11-01,8.458
1931,2016-06-01,11.902
2686,2016-09-01,4.393
3836,2016-10-01,4.899
1678,2017-06-01,6.864
4360,2017-09-01,5.004
5743,2016-08-01,1.106
5467,2017-06-01,5.164
654,2017-05-01,13.468
1224,2016-09-01,6.033
4445,2017-04-01,2.492
2393,2017-07-01,5.018
5781,2017-08-01,7.902
1773,2016-06-01,5.930
414,2017-01-01,5.270
4443,2016-07-01,6.658
3953,2017-03-01,5.244
4866,2017-07-01,5.078
3500,2016-10-01,6.744
2207,2016-08-01,7.082
3671,2017-09-01,5.987
52,2016-06-01,3.404
3374,2016-08-01,4.568
1433,2017-04-01,7.676
3511,2016-08-01,37.537
3704,2017-11-01,5.104
2725,2017-02-01,1.762
4496,2016-09-01,8.168
438,2017-06-01,12.113
1643,2017-12-01,5.184
4166,2017-12-01,5.405
190,2017-04-01,10.668
5263,2017-10-01,11.073
509,2017-12-01,4.964
1985,2017-08-01,4.964
5753,2016-11-01,0.000
2599,2017-10-01,6.408
4447,2017-03-01,4.568
3803,2017-01-01,5.912
5822,2017-01-01,0.962
2022,2017-03-01,10.254
1851,2017-04-01,6.088
5043,2016-10-01,6.707
2335,2016-09-01,7.848
4240,2017-07-01,4.964
2435,2016-08-01,37.394
2866,2016-06-01,5.946
2830,2016-08-01,27.241
933,2017-11-01,5.444
2184,2017-01-01,14.524
1163,2017-01-01,7.873
3473,2016-08-01,6.252
2519,2017-01-01,5.156
2864,2017-06-01,6.518
4595,2017-09-01,5.286
2488,2017-06-01,4.964
1411,2016-12-01,5.998
3073,2017-05-01,6.037
377,2016-12-01,8.038
136,2017-02-01,8.632
2509,2017-07-01,4.984
1079,2016-09-01,6.486
2174,2017-07-01,9.938
1931,2017-07-01,0.000
2686,2017-08-01,5.004
3836,2017-07-01,4.964
1678,2017-08-01,9.886
4360,2017-08-01,5.885
5743,2017-10-01,9.120
5467,2016-08-01,7.494
654,2016-11-01,21.037
1224,2017-07-01,15.276
4445,2016-10-01,4.775
2393,2016-12-01,9.042
2038,2016-09-01,4.683
1773,2017-11-01,3.078
414,2017-12-01,0.000
4443,2017-03-01,7.032
3953,2016-06-01,4.745
4866,2016-06-01,5.994
3500,2017-04-01,18.786
2207,2016-07-01,6.488
3671,2017-02-01,4.720
52,2017-04-01,7.592
3374,2017-09-01,7.036
1433,2017-10-01,8.715
3511,2016-11-01,34.582
3704,2017-04-01,5.111
2725,2016-06-01,2.056
4496,2016-12-01,8.740
438,2017-11-01,0.000
1643,2016-07-01,7.326
4166,2017-04-01,11.686
190,2016-08-01,4.550
5263,2017-12-01,15.892
2128,2016-11-01,3.218
1985,2017-10-01,5.184
1404,2017-04-01,8.482
2599,2017-08-01,7.536
4447,2017-11-01,4.964
3803,2016-07-01,4.241
5822,2016-12-01,2.900
2022,2016-12-01,12.413
1851,2017-01-01,4.683
5043,2017-05-01,7.656
2335,2017-09-01,5.510
4240,2017-04-01,4.870
2435,2017-12-01,23.930
2866,2017-04-01,4.892
2830,2017-12-01,5.004
933,2017-06-01,5.906
2184,2017-05-01,5.044
1163,2017-06-01,6.325
3473,2017-02-01,4.628
2519,2016-06-01,4.356
2864,2017-07-01,5.124
4595,2017-05-01,10.238
2488,2017-09-01,5.846
1411,2016-07-01,5.676
3073,2017-07-01,9.452
377,2016-11-01,7.820
136,2017-04-01,3.515
2509,2017-09-01,5.024
1079,2016-12-01,8.227
2174,2016-09-01,6.296
1931,2017-10-01,0.000
2686,2017-12-01,5.024
2525,2017-04-01,7.095
1678,2017-07-01,9.373
4360,2017-10-01,4.964
4201,2017-03-01,4.802
5467,2017-10-01,5.324
654,2017-11-01,6.326
1224,2017-10-01,5.783
4445,2017-12-01,2.622
2393,2017-06-01,10.596
2038,2017-04-01,5.715
1773,2016-12-01,6.707
414,2017-04-01,5.754
3130,2016-07-01,0.736
3496,2016-06-01,11.106
2311,2017-12-01,4.984
3500,2017-11-01,33.758
3668,2017-09-01,3.494
865,2016-06-01,4.899
4836,2017-06-01,26.636
1099,2016-10-01,5.338
3548,2017-12-01,2.456
1499,2016-12-01,7.132
695,2016-07-01,5.198
315,2016-07-01,6.026
5256,2017-06-01,4.964
438,2016-08-01,6.383
1772,2017-05-01,5.382
3930,2017-05-01,9.380
726,2016-08-01,5.946
4397,2017-05-01,6.988
2128,2017-06-01,25.970
1985,2017-05-01,17.624
1404,2016-12-01,7.659
2599,2016-10-01,14.050
5870,2017-06-01,7.328
3272,2017-10-01,5.014
5822,2017-10-01,2.562
2022,2017-12-01,23.031
1851,2016-10-01,5.042
1127,2017-08-01,5.004
1405,2017-03-01,5.278
3701,2017-12-01,5.934
2015,2017-09-01,6.400
2866,2017-06-01,4.984
5876,2017-01-01,4.976
3713,2017-05-01,11.564
2585,2016-12-01,8.450
3923,2017-01-01,19.460
5780,2017-12-01,0.000
3477,2016-12-01,13.524
4584,2017-02-01,18.142
3944,2017-11-01,5.060
277,2016-06-01,5.978
1635,2017-07-01,9.320
2767,2017-10-01,5.886
4818,2017-12-01,5.332
2943,2017-02-01,32.682
1021,2016-11-01,19.819
1079,2017-05-01,11.150
2174,2016-10-01,8.078
51,2016-11-01,1.610
3517,2017-03-01,4.940
2525,2017-11-01,0.000
1544,2016-09-01,4.614
671,2016-07-01,13.393
4201,2017-08-01,5.194
5459,2017-06-01,9.638
4191,2016-10-01,5.812
1224,2017-09-01,5.506
4445,2017-01-01,5.546
262,2017-04-01,4.814
2038,2017-11-01,5.176
5938,2017-02-01,1.554
1397,2017-06-01,4.984
3130,2017-10-01,10.086
3496,2016-10-01,8.034
2311,2017-10-01,5.169
3500,2017-03-01,2.898
3668,2016-06-01,2.792
865,2017-10-01,11.288
4836,2016-10-01,31.767
1099,2017-08-01,5.564
3548,2017-03-01,2.946
1499,2017-09-01,5.024
695,2016-11-01,5.833
315,2017-07-01,5.064
5256,2017-07-01,8.050
438,2017-10-01,0.000
1772,2017-01-01,7.323
3930,2017-10-01,15.100
726,2016-10-01,7.222
4397,2017-09-01,5.044
2128,2016-07-01,4.082
1985,2017-01-01,6.854
1404,2016-07-01,6.344
2599,2017-11-01,6.519
5870,2016-11-01,2.822
3272,2016-07-01,7.008
5822,2017-11-01,2.151
2022,2017-09-01,23.336
1851,2017-11-01,5.677
1127,2016-06-01,7.958
1405,2016-07-01,7.208
3701,2017-02-01,12.400
2015,2016-10-01,8.022
2866,2016-09-01,6.078
5876,2017-03-01,4.578
3713,2017-12-01,10.178
2585,2016-07-01,10.104
3923,2017-02-01,7.995
5780,2017-10-01,0.000
3477,2017-09-01,6.750
4584,2016-12-01,21.904
3944,2016-10-01,7.139
277,2017-10-01,19.446
1635,2017-09-01,7.440
2767,2016-12-01,9.906
4818,2016-07-01,6.500
2943,2016-07-01,39.507
1021,2016-07-01,13.004
1079,2016-07-01,9.118
2174,2016-06-01,6.330
51,2017-04-01,5.651
3517,2017-01-01,4.975
2525,2016-08-01,7.015
1544,2017-05-01,7.166
671,2017-08-01,11.838
4201,2017-09-01,5.170
5459,2016-11-01,7.090
4191,2017-11-01,5.617
1224,2017-01-01,11.509
4445,2016-07-01,4.526
262,2017-09-01,5.004
2038,2016-10-01,6.438
5938,2017-12-01,0.000
1397,2017-07-01,3.998
3130,2016-09-01,0.000
3496,2016-08-01,5.973
2311,2017-05-01,4.964
3500,2017-05-01,2.822
3668,2017-11-01,4.878
865,2016-08-01,4.637
4836,2017-09-01,7.882
1099,2016-12-01,10.119
3548,2016-12-01,1.693
1499,2017-05-01,6.165
695,2017-08-01,5.338
315,2016-08-01,6.044
5256,2017-02-01,7.737
438,2016-12-01,7.992
1772,2016-12-01,6.877
3930,2017-07-01,7.288
726,2017-10-01,4.984
4397,2016-07-01,29.315
2128,2017-04-01,30.589
1985,2016-09-01,6.176
1404,2017-06-01,4.984
2599,2016-08-01,8.904
5870,2017-01-01,1.893
3272,2017-02-01,38.839
5822,2017-05-01,0.480
2022,2016-09-01,8.780
1851,2016-11-01,5.744
1127,2016-08-01,13.282
1405,2016-06-01,7.084
3701,2016-09-01,23.256
2015,2017-08-01,15.916
2866,2016-12-01,6.707
5876,2017-10-01,19.933
3713,2016-08-01,6.042
2585,2017-02-01,3.565
3923,2016-09-01,9.148
5780,2016-08-01,1.491
3477,2016-06-01,6.820
4584,2017-11-01,17.730
3944,2016-08-01,5.946
277,2016-07-01,19.657
1635,2017-12-01,5.344
2767,2016-10-01,11.624
4818,2017-03-01,11.638
2943,2017-08-01,10.182
1021,2017-08-01,9.832
1079,2017-01-01,6.615
2174,2017-09-01,16.833
51,2016-06-01,2.435
3517,2017-02-01,4.609
2525,2016-06-01,7.274
1544,2017-06-01,6.134
671,2017-06-01,11.457
4201,2016-09-01,2.783
5459,2017-11-01,0.000
4191,2016-07-01,4.782
1224,2017-06-01,10.894
4445,2017-06-01,4.188
262,2016-08-01,13.310
2038,2016-07-01,4.112
5938,2017-09-01,0.000
1397,2016-11-01,6.240
3130,2017-03-01,6.670
3496,2017-11-01,9.726
2311,2017-11-01,4.964
3500,2016-06-01,5.962
3668,2016-07-01,3.648
865,2017-11-01,9.991
4836,2017-05-01,12.020
1099,2016-09-01,7.272
3548,2017-06-01,2.456
1499,2017-06-01,5.104
695,2017-12-01,5.134
315,2017-01-01,10.752
5256,2016-12-01,7.624
438,2017-04-01,8.296
1772,2017-12-01,5.488
3930,2017-04-01,10.498
726,2017-06-01,8.499
4397,2017-06-01,7.756
2128,2017-03-01,14.138
1985,2016-07-01,11.609
1404,2017-05-01,5.418
2599,2017-06-01,10.322
5870,2017-09-01,7.690
3272,2017-08-01,4.964
5822,2016-09-01,0.305
2022,2017-05-01,8.700
1851,2017-09-01,5.104
1127,2017-11-01,4.964
1405,2016-09-01,4.586
3701,2017-03-01,12.208
2015,2017-10-01,2.208
2866,2017-02-01,4.554
5876,2017-02-01,5.860
3713,2016-06-01,5.930
2585,2017-11-01,5.155
3923,2016-08-01,8.898
5780,2016-11-01,4.312
3477,2017-01-01,4.982
4584,2017-08-01,16.224
3944,2017-01-01,6.725
277,2016-11-01,4.374
1635,2016-09-01,8.554
2767,2017-02-01,9.299
4818,2017-11-01,5.224
2943,2017-05-01,18.238
1021,2016-09-01,14.782
1079,2017-10-01,7.210
2174,2016-11-01,7.510
51,2017-07-01,5.538
3517,2016-12-01,4.754
2525,2017-07-01,5.524
1544,2016-08-01,4.986
671,2017-02-01,19.490
4201,2016-08-01,2.153
5459,2017-03-01,8.128
4191,2017-06-01,5.124
1224,2017-05-01,14.568
4445,2017-02-01,3.154
262,2017-05-01,5.046
2038,2017-05-01,4.964
5938,2017-04-01,3.667
1397,2016-08-01,0.000
3130,2016-08-01,0.332
3496,2017-02-01,1.127
2311,2016-07-01,5.930
3500,2016-11-01,6.762
3668,2017-08-01,4.545
865,2017-08-01,5.800
4836,2016-11-01,43.728
1099,2016-11-01,5.180
3548,2017-09-01,2.498
1499,2016-07-01,7.541
695,2016-08-01,4.676
315,2017-02-01,6.744
5256,2016-11-01,7.540
438,2017-02-01,6.744
1772,2017-08-01,6.090
3930,2016-08-01,7.050
726,2017-11-01,5.275
4397,2017-10-01,7.442
2128,2017-08-01,4.913
1985,2017-12-01,5.703
1404,2017-03-01,6.886
2599,2016-12-01,17.977
5870,2016-10-01,3.049
3272,2017-12-01,8.136
5822,2016-10-01,0.916
2022,2016-08-01,9.632
1851,2016-12-01,9.034
1127,2016-10-01,6.938
1405,2016-11-01,5.762
3701,2017-01-01,10.492
2015,2017-04-01,4.465
2866,2017-09-01,4.964
5876,2017-07-01,21.408
3713,2017-06-01,5.016
2585,2016-06-01,3.868
3923,2016-10-01,20.042
5780,2016-09-01,4.209
3477,2016-08-01,5.564
4584,2017-10-01,16.526
3944,2017-12-01,5.032
277,2017-02-01,4.324
1635,2017-08-01,10.229
2767,2017-12-01,17.070
4818,2017-07-01,7.218
2943,2016-08-01,25.484
1021,2016-10-01,11.796
1079,2017-06-01,10.084
2174,2017-06-01,9.612
51,2017-03-01,1.665
3517,2017-07-01,5.122
2525,2016-10-01,8.657
1544,2017-09-01,6.223
671,2016-09-01,6.576
4201,2016-11-01,6.558
5459,2016-10-01,8.393
4191,2016-11-01,8.262
1224,2016-08-01,8.273
4445,2017-05-01,2.484
262,2017-10-01,11.924
2038,2017-09-01,4.964
5938,2017-03-01,0.053
1397,2016-06-01,4.241
3130,2017-06-01,0.819
3496,2016-12-01,6.725
2311,2017-06-01,4.964
3500,2016-12-01,3.658
3668,2017-01-01,5.350
865,2017-12-01,12.194
4836,2017-03-01,7.675
1099,2016-06-01,5.343
3548,2017-08-01,2.456
1499,2016-10-01,10.916
695,2016-06-01,6.098
315,2016-11-01,7.420
5256,2017-09-01,4.964
438,2016-07-01,5.962
1772,2016-10-01,7.480
3930,2017-03-01,7.652
726,2016-06-01,6.465
4397,2016-10-01,7.594
2128,2016-08-01,2.748
1985,2017-04-01,7.290
1404,2016-08-01,6.336
2599,2017-01-01,35.762
5870,2017-10-01,7.474
3272,2017-03-01,8.102
5822,2017-06-01,1.158
2022,2017-01-01,10.220
1851,2017-03-01,9.577
1127,2017-06-01,5.516
1405,2016-08-01,5.205
3701,2016-06-01,17.234
2015,2016-06-01,6.068
2866,2017-11-01,5.284
5876,2016-12-01,4.986
3713,2017-08-01,9.266
2585,2017-01-01,3.300
3923,2016-12-01,43.855
5780,2017-11-01,0.000
3477,2017-11-01,7.673
4584,2017-12-01,18.848
3944,2017-10-01,5.354
277,2017-08-01,6.281
1635,2016-07-01,19.330
2767,2017-07-01,8.513
4818,2016-06-01,5.304
2943,2017-10-01,21.441
1021,2017-03-01,11.748
1079,2016-10-01,6.242
2174,2017-12-01,10.540
51,2016-09-01,1.260
3517,2016-09-01,4.828
2525,2017-08-01,0.000
1544,2016-06-01,4.025
671,2016-12-01,36.154
4201,2016-06-01,3.170
5459,2017-09-01,9.910
4191,2016-09-01,4.639
1224,2016-06-01,9.055
4445,2017-09-01,2.839
262,2016-11-01,16.201
2038,2017-12-01,6.372
5938,2017-06-01,4.818
1397,2017-03-01,4.756
3130,2016-12-01,6.688
3496,2017-12-01,2.792
2311,2017-02-01,8.313
3500,2017-10-01,7.200
3668,2017-05-01,5.348
865,2017-09-01,11.112
4836,2017-11-01,11.436
1099,2017-12-01,5.625
3548,2016-09-01,1.384
1499,2017-12-01,5.688
695,2017-11-01,5.274
315,2017-12-01,5.064
5256,2017-08-01,5.044
438,2017-09-01,0.331
1772,2016-08-01,6.014
3930,2017-02-01,13.742
726,2016-12-01,6.712
4397,2017-07-01,5.250
2128,2016-10-01,3.662
1985,2017-07-01,5.058
1404,2017-01-01,7.627
2599,2017-07-01,7.866
5870,2017-03-01,10.170
3272,2017-05-01,12.724
5822,2017-02-01,4.623
2022,2017-07-01,19.840
1851,2017-02-01,2.866
1127,2017-03-01,4.812
1405,2017-06-01,8.113
3701,2016-08-01,22.280
2015,2016-09-01,6.094
2866,2016-08-01,5.930
5876,2017-09-01,7.958
3713,2017-09-01,4.964
2585,2016-11-01,2.656
3923,2017-07-01,5.169
5780,2017-01-01,7.516
3477,2017-03-01,11.630
4584,2017-04-01,25.248
3944,2016-07-01,6.141
277,2017-12-01,14.298
1635,2016-11-01,12.462
2767,2017-05-01,11.668
4818,2017-01-01,4.837
2943,2016-10-01,24.251
1021,2017-11-01,7.322
1079,2016-08-01,6.420
2174,2017-04-01,12.128
51,2017-09-01,4.964
3517,2017-09-01,5.699
2525,2016-07-01,7.621
1544,2017-03-01,5.980
671,2017-05-01,14.476
4201,2017-10-01,5.384
5459,2017-04-01,7.895
4191,2016-06-01,5.126
1224,2017-03-01,12.590
4445,2016-09-01,4.471
262,2017-01-01,13.009
2038,2016-06-01,4.112
5938,2017-01-01,19.826
1397,2017-01-01,6.838
3130,2017-04-01,4.962
3496,2017-10-01,4.545
2311,2017-04-01,5.393
3500,2016-09-01,6.000
3668,2017-07-01,6.654
865,2017-07-01,9.664
4836,2016-07-01,21.344
1099,2017-01-01,7.146
3548,2016-11-01,1.693
1499,2017-03-01,14.299
695,2016-12-01,6.252
315,2016-06-01,6.458
5256,2017-05-01,8.182
438,2017-05-01,6.248
1772,2017-04-01,5.068
3930,2017-06-01,13.052
726,2017-07-01,4.964
4397,2016-11-01,8.832
2128,2017-09-01,12.706
1985,2016-08-01,9.132
1404,2016-10-01,6.670
2599,2017-05-01,11.631
5870,2016-12-01,2.116
3272,2016-08-01,7.976
5822,2016-11-01,0.916
2022,2016-06-01,10.651
1851,2017-08-01,5.760
1127,2016-12-01,8.874
1405,2017-12-01,11.033
3701,2017-06-01,6.974
2015,2016-07-01,5.930
2866,2016-07-01,5.930
5876,2017-05-01,5.738
3713,2016-07-01,6.176
2585,2017-05-01,7.388
3923,2017-12-01,9.926
5780,2017-02-01,3.622
3477,2017-08-01,6.960
4584,2017-06-01,29.508
3944,2017-06-01,4.964
277,2016-10-01,7.834
1635,2016-08-01,11.554
2767,2017-03-01,8.970
4818,2016-12-01,4.262
2943,2016-09-01,25.440
1021,2016-08-01,9.364
1079,2016-11-01,7.604
2174,2016-12-01,11.371
51,2017-02-01,1.610
3517,2017-10-01,13.138
2525,2017-03-01,8.563
1544,2017-07-01,6.114
671,2017-10-01,16.678
4201,2017-02-01,4.834
5459,2017-01-01,6.817
4191,2017-05-01,5.304
1224,2017-12-01,7.834
4445,2016-12-01,4.648
262,2017-06-01,5.600
2038,2017-02-01,4.852
5938,2017-10-01,0.000
1397,2017-09-01,5.084
3130,2017-11-01,8.422
3496,2017-08-01,2.456
2311,2016-09-01,6.078
3500,2016-07-01,4.016
3668,2017-03-01,4.499
865,2017-03-01,7.054
4836,2017-07-01,12.310
1099,2017-04-01,5.658
3548,2016-10-01,1.693
1499,2017-02-01,5.546
695,2017-07-01,5.196
315,2017-04-01,12.314
5256,2016-07-01,6.541
438,2017-03-01,6.670
1772,2016-11-01,7.231
3930,2016-11-01,7.480
726,2016-09-01,6.181
4397,2017-04-01,10.315
2128,2017-10-01,8.082
1985,2016-11-01,6.928
1404,2017-12-01,8.376
2599,2017-09-01,11.100
5870,2017-02-01,7.245
3272,2017-06-01,8.782
5822,2017-03-01,4.982
2022,2017-04-01,8.980
1851,2016-07-01,3.556
1127,2017-09-01,5.164
1405,2017-11-01,10.760
3701,2017-07-01,11.654
2015,2017-06-01,7.193
2866,2016-10-01,6.670
5876,2017-04-01,5.410
3713,2017-11-01,7.050
2585,2017-03-01,5.957
3923,2017-06-01,6.634
5780,2017-04-01,0.000
3477,2017-10-01,6.604
4584,2016-07-01,10.216
3944,2017-02-01,6.712
277,2017-11-01,12.238
1635,2017-11-01,6.820
2767,2016-07-01,13.716
4818,2016-09-01,3.391
2943,2016-11-01,11.920
1021,2017-01-01,8.137
1079,2017-07-01,7.812
2174,2017-10-01,10.048
51,2017-08-01,4.964
3517,2017-04-01,5.828
2525,2017-09-01,0.000
1544,2016-12-01,4.554
671,2017-07-01,16.656
4201,2017-05-01,5.278
5459,2016-08-01,6.100
4191,2017-12-01,6.682
1224,2016-07-01,17.947
4445,2017-11-01,2.608
262,2017-08-01,5.024
2038,2016-12-01,5.906
5938,2017-05-01,4.334
1397,2016-09-01,3.480
3130,2016-06-01,0.736
3496,2016-09-01,6.754
2311,2017-08-01,5.294
3500,2017-06-01,0.000
3668,2016-11-01,2.254
865,2016-07-01,4.025
4836,2017-08-01,28.516
1099,2017-05-01,5.820
3548,2017-01-01,1.776
1499,2017-11-01,5.024
695,2017-01-01,7.742
315,2017-11-01,10.363
5256,2017-12-01,4.964
438,2016-09-01,10.222
1772,2016-07-01,7.185
3930,2017-09-01,11.922
726,2016-11-01,7.714
4397,2016-12-01,13.934
2128,2016-09-01,2.570
1985,2016-06-01,7.914
1404,2017-10-01,6.134
2599,2016-06-01,14.637
5870,2017-11-01,7.930
3272,2017-09-01,4.992
5822,2017-12-01,0.000
2022,2016-11-01,9.234
1851,2016-06-01,3.354
1127,2017-05-01,5.064
1405,2017-05-01,6.384
3701,2016-10-01,11.921
2015,2017-11-01,0.000
