iter	Logloss
570	0.5212299805
571	0.5211398437
572	0.5210289062
573	0.5208912109
574	0.5207571777
575	0.5206407227
576	0.5205615723
577	0.5204786621
578	0.5203537109
579	0.5202705078
580	0.5201816895
581	0.5200708496
582	0.5199713867
583	0.519912207
584	0.5197773437
585	0.5196873047
586	0.5195855469
587	0.5194822266
588	0.5193595215
589	0.519270752
590	0.5191714355
591	0.5190855469
592	0.5190343262
593	0.5189450195
594	0.5188736816
595	0.5187776367
596	0.5186479492
597	0.5185680176
598	0.5184976562
599	0.5184022461
600	0.5183496582
601	0.5182341797
602	0.5181437012
603	0.5180695312
604	0.5180187012
605	0.5178857422
606	0.5177983398
607	0.5177366211
608	0.517640332
609	0.5175679687
610	0.5174793457
611	0.5174140625
612	0.5173001465
613	0.5172262695
614	0.5171178711
615	0.5170406738
616	0.5169232422
617	0.5168239746
618	0.5167621094
619	0.5166977051
620	0.5165917969
621	0.5164584961
622	0.5163842773
623	0.5163099609
624	0.5162317871
625	0.5161467773
626	0.5160692383
627	0.5160031738
628	0.5159231934
629	0.5158123047
630	0.5156994141
631	0.5155990234
632	0.515509668
633	0.5154132812
634	0.5153341797
635	0.5152175293
636	0.5151249512
637	0.5150297852
638	0.5149836426
639	0.5148893555
640	0.5148032227
641	0.5147481445
642	0.5146866699
643	0.5146226563
644	0.5145519531
645	0.5144619141
646	0.5143795898
647	0.5142869629
648	0.5142262207
649	0.5141612305
650	0.5140706543
651	0.5139361328
652	0.5137924805
653	0.5137416992
654	0.5136552246
655	0.5135619629
656	0.5134441406
657	0.5133365723
658	0.5132231445
659	0.5131742188
660	0.5130802734
661	0.5130279785
662	0.5129341797
663	0.5128609863
664	0.5127664551
665	0.5126723145
666	0.512573291
667	0.5125348145
668	0.5124308594
669	0.512349707
670	0.5122764648
671	0.512185791
672	0.5120998535
673	0.5119759766
674	0.5118888672
675	0.5117576172
676	0.5117008301
677	0.5116228516
678	0.5115686523
679	0.5114871582
680	0.5114068848
681	0.5113020508
682	0.5111891113
683	0.5111094238
684	0.5110744141
685	0.511015918
686	0.5109511719
687	0.5108898926
688	0.5108109375
689	0.5106837891
690	0.5105768555
691	0.5104931641
692	0.5104000977
693	0.5103025391
694	0.5102085938
695	0.5101541992
696	0.5100496582
697	0.5099614258
698	0.5098880859
699	0.5098016602
700	0.5096598145
701	0.5095785645
702	0.5095041504
703	0.5094278809
704	0.5093943359
705	0.5093036133
706	0.5091629883
707	0.5090975586
708	0.5090046387
709	0.5089620117
710	0.5088481445
711	0.508790918
712	0.5086982422
713	0.5086193359
714	0.5085289063
715	0.5084451172
716	0.508352002
717	0.5082967285
718	0.5081791992
719	0.5080970703
720	0.5080084961
721	0.5078864258
722	0.507809375
723	0.5076961426
724	0.5076166992
725	0.5075458984
726	0.5074776367
727	0.5073841797
728	0.5073172852
729	0.5072484375
730	0.5071118164
731	0.5070549805
732	0.5069753906
733	0.5069105957
734	0.5068126953
735	0.5067220215
736	0.5066608398
737	0.5065953613
738	0.5065104004
739	0.5064459961
740	0.5064051758
741	0.5063313477
742	0.5062645996
743	0.5062191406
744	0.5061297363
745	0.5060347168
746	0.5058912598
747	0.5057706543
748	0.5056313477
749	0.5055505371
750	0.5054378906
751	0.5053595703
752	0.5052694336
753	0.505200293
754	0.5051015625
755	0.5050068359
756	0.5048991211
757	0.5047789551
758	0.5046539551
759	0.5045565918
760	0.5044379883
761	0.5043102539
762	0.5042023437
763	0.5040661621
764	0.5039972656
765	0.5039175781
766	0.5038258301
767	0.5037107422
768	0.5036466309
769	0.5035181152
770	0.5034445312
771	0.5034016602
772	0.5033333984
773	0.5032177734
774	0.5030978027
775	0.5029700195
776	0.5029089844
777	0.502830127
778	0.5027194336
779	0.50261875
780	0.5025148437
781	0.5024556641
782	0.5023909668
783	0.5023318359
784	0.5022608398
785	0.5021730469
786	0.5020933105
787	0.5020056641
788	0.5018767578
789	0.5018041992
790	0.5017169434
791	0.5016657715
792	0.5016137207
793	0.5015692383
794	0.501493457
795	0.5014085938
796	0.5012921387
797	0.5011646484
798	0.5011185547
799	0.5010433594
800	0.5009860352
801	0.5009090332
802	0.5008499023
803	0.5007678223
804	0.5007178711
805	0.5006432617
806	0.5005918457
807	0.5004864258
808	0.5004041016
809	0.5003105469
810	0.5002080078
811	0.5001392578
812	0.5000846191
813	0.5000452148
814	0.4999556641
815	0.499871875
816	0.499761084
817	0.4996948242
818	0.4995867187
819	0.4995442383
820	0.4994755859
821	0.4994277344
822	0.4993724609
823	0.4993068359
824	0.499184082
825	0.4991254395
826	0.4990026367
827	0.4989133789
828	0.4988439941
829	0.4987651367
830	0.4986859375
831	0.4985514648
832	0.4984817871
833	0.498390625
834	0.4982819336
835	0.4981864258
836	0.4981274414
837	0.4980742676
838	0.497982959
839	0.4978964355
840	0.497824707
841	0.4977491211
842	0.4976589844
843	0.4975679687
844	0.4974786133
845	0.4973931152
846	0.4973046875
847	0.497200293
848	0.4971234375
849	0.4970494629
850	0.4969803711
851	0.4968810547
852	0.4967798828
853	0.4967019531
854	0.4966428711
855	0.4965679687
856	0.4964357422
857	0.4963630859
858	0.4962828125
859	0.4962177246
860	0.4961600098
861	0.4960962402
862	0.4960522461
863	0.4959683105
864	0.4958677246
865	0.4957862305
866	0.4957054687
867	0.4956158691
868	0.4955079102
869	0.4954070801
870	0.495355127
871	0.495290918
872	0.4951739746
873	0.4950916992
874	0.4949747559
875	0.4949010254
876	0.4948308594
877	0.4947450195
878	0.4946407715
879	0.4945445312
880	0.4944608398
881	0.4943537109
882	0.4942741211
883	0.4941894043
884	0.4941210938
885	0.494076123
886	0.4940197266
887	0.4939028809
888	0.4938416992
889	0.4937405273
890	0.4936049805
891	0.4934568359
892	0.4933881836
893	0.4932662598
894	0.4931127441
895	0.4930199219
896	0.4928958008
897	0.492806543
898	0.4927102051
899	0.4926074219
900	0.4925286133
901	0.4924360352
902	0.4923594727
903	0.4922723633
904	0.4921924316
905	0.4921320801
906	0.4920373047
907	0.4919438477
908	0.4918318848
909	0.4917717773
910	0.4916769531
911	0.491533252
912	0.4914720703
913	0.4913894043
914	0.4912580078
915	0.4911921875
916	0.4911086914
917	0.4910299805
918	0.4909697754
919	0.4909069336
920	0.4908108398
921	0.4907625
922	0.4906813477
923	0.4906212891
924	0.4905201172
925	0.4904648926
926	0.4903968262
927	0.490261377
928	0.4901825195
929	0.490122998
930	0.4900750977
931	0.4899852051
932	0.4898711914
933	0.4897717773
934	0.4896723633
935	0.4895537598
936	0.4894402832
937	0.4893870117
938	0.4892499512
939	0.4891243164
940	0.4890310547
941	0.4889263672
942	0.4888617188
943	0.4887030762
944	0.4886376953
945	0.4885681641
946	0.488484668
947	0.4884237793
948	0.4883844727
949	0.4882517578
950	0.4881466797
951	0.4880993164
952	0.4879953125
953	0.487896582
954	0.4877973145
955	0.4877094727
956	0.4876291016
957	0.487535498
958	0.4874536133
959	0.4873226562
960	0.4872333984
961	0.4871642578
962	0.4870974609
963	0.4870290527
964	0.4869501465
965	0.4868205078
966	0.4867463379
967	0.4866754395
968	0.4865731934
969	0.4864768555
970	0.4863937012
971	0.4862827148
972	0.486209375
973	0.4861449219
974	0.4860519531
975	0.48596875
976	0.4858744629
977	0.4857950195
978	0.4857162109
979	0.4856185547
980	0.4855385742
981	0.4854480469
982	0.4853833984
983	0.4853250977
984	0.485238916
985	0.4851252441
986	0.4850086914
987	0.4849044922
988	0.4848085938
989	0.4847265625
990	0.4846454102
991	0.4845937012
992	0.4845416016
993	0.484459082
994	0.4843992676
995	0.4843179687
996	0.4842213867
997	0.4841455566
998	0.4840416992
999	0.4839926758
